Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
5764885920,"Aug 9, 2021, 5:05:00 PM",Afternoon Run,Run,,1309,2.48,,,false,,,activities/5764885920.gpx,,,1309.0,1183.0,2480.8,3.8,2.097,57.5,56.7,301.9,336.2,46.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,2697.1,1628528384.0,2.0,31.4,34.0,20.7,0.53,1020.2,1.6,2.3,214.0,0.0,1628506496.0,1628555520.0,0.05,,,0.0,,0.74,16093.0,6.0,296.0,,,,,1.895,,,,,,,,,,,,,,,,,,""
5772320629,"Aug 10, 2021, 1:20:08 PM",Morning Run,Run,,7776,8.01,,,false,,,activities/5772320629.gpx,,,7776.0,1228.0,8013.6,23.7,6.526,95.9,66.6,298.7,351.5,13.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,8268.4,1628600448.0,2.0,25.5,26.3,22.6,0.84,1022.4,1.1,2.1,127.0,0.0,1628592896.0,1628641792.0,0.09,,,0.0,,0.4,10158.0,1.0,296.9,,,,,1.031,,,,,,,,,,,,,,,,,,""
5772457748,"Aug 10, 2021, 11:41:47 PM",Evening Run,Run,,2277,4.08,,,false,,,activities/5772457748.gpx,,,2277.0,2118.0,4088.9,4.1,1.931,21.2,24.0,300.8,312.1,8.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4123.6,1628636416.0,5.0,28.6,31.8,22.5,0.69,1018.7,2.2,5.4,222.0,0.1,1628592896.0,1628641792.0,0.09,,,1.0,5.0,0.88,16093.0,1.0,295.6,,,,,1.796,,,,,,,,,,,,,,,,,,""
5785883179,"Aug 13, 2021, 12:55:33 PM",Morning Run,Run,,1232,2.20,,,false,,,activities/5785883179.gpx,,,1232.0,1025.0,2199.7,5.5,2.146,31.3,35.0,298.9,333.5,30.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,2369.8,1628856064.0,1.0,22.8,23.6,21.6,0.93,1021.0,0.8,0.8,289.0,0.0,1628852224.0,1628900864.0,0.19,,,0.0,,0.29,15681.0,0.0,297.4,,,,,1.785,,,,,,,,,,,,,,,,,,""
5788734825,"Aug 13, 2021, 11:20:52 PM",Evening Ride,Ride,,13956,77.21,,,false,,,activities/5788734825.gpx,,,13956.0,8542.0,77211.0,41.1,9.039,585.4,533.7,245.5,351.5,48.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,1628895616.0,2.0,33.2,36.8,21.5,0.5,1017.9,1.8,3.0,247.0,0.0,1628852352.0,1628900864.0,0.19,,,0.0,,0.56,12473.0,1.0,298.6,,,,,5.532,,,,,,,,,,,,,,,,,,""
5791095342,"Aug 14, 2021, 12:56:03 PM",Morning Run,Run,,1550,2.60,,,false,,,activities/5791095342.gpx,,,1550.0,1397.0,2602.1,3.5,1.863,31.5,31.5,332.9,351.5,22.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,2692.6,1628942336.0,1.0,23.3,24.0,21.9,0.92,1020.4,0.9,1.5,332.0,0.0,1628938752.0,1628987136.0,0.23,,,0.0,,0.29,16093.0,0.0,300.3,,,,,1.679,,,,,,,,,,,,,,,,,,""
5810045379,"Aug 17, 2021, 11:16:53 PM",Evening Run,Run,,2370,4.23,,,false,,,activities/5810045379.gpx,,,2370.0,2176.0,4237.7,3.6,1.947,23.8,25.1,300.8,312.1,8.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4287.3,1629241216.0,3.0,23.4,24.2,21.8,0.91,1012.4,3.3,7.0,220.0,0.0,1629198080.0,1629246080.0,0.34,,,0.0,,0.88,14840.0,1.0,286.1,,,,,1.788,,,,,,,,,,,,,,,,,,""
5831652891,"Aug 22, 2021, 12:16:21 AM",Evening Run,Run,,1907,6.64,,,false,,,activities/5831652891.gpx,,,1907.0,1737.0,6646.7,24.8,3.827,76.2,75.8,300.8,351.6,40.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6850.2,1629590400.0,2.0,26.7,29.1,23.2,0.81,1011.5,0.8,2.6,273.0,0.0,1629543808.0,1629591424.0,0.48,,,0.0,,0.84,14058.0,0.0,289.5,,,,1.0,3.485,0.0,,,,,,,,,,,,,,,,,""
5842558551,"Aug 23, 2021, 11:51:11 PM",Evening Run,Run,,4619,6.43,,,false,,,activities/5842558551.gpx,,,4619.0,3678.0,6436.4,10.0,1.75,58.3,56.8,322.6,351.5,30.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6612.5,1629759616.0,1.0,31.2,34.3,21.4,0.56,1012.9,1.5,2.8,57.0,0.0,1629716736.0,1629764096.0,0.55,,,0.0,,0.2,16093.0,0.0,295.7,,,,,1.393,,,,,,,,,,,,,,,,,,""
5859358522,"Aug 27, 2021, 1:26:41 AM",Night Run,Run,,2471,6.43,,,false,,,activities/5859358522.gpx,,,2471.0,1842.0,6432.4,21.5,3.492,93.9,85.4,313.5,351.5,16.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6619.0,1630025984.0,2.0,26.4,28.4,22.7,0.8,1018.7,1.2,1.2,119.0,0.0,1629976064.0,1630023040.0,0.65,,,0.0,,0.33,16093.0,0.0,289.6,,,,,2.603,,,,,,,,,,,,,,,,,,""
5896067440,"Sep 2, 2021, 10:56:36 PM",Evening Run,Run,,2629,4.74,,,false,,,activities/5896067440.gpx,,,2629.0,2538.0,4739.9,3.8,1.868,29.9,32.9,300.8,312.1,8.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4778.7,1630620032.0,2.0,28.8,30.3,19.5,0.57,1014.1,1.4,2.4,53.0,0.0,1630581120.0,1630627328.0,0.86,,,0.0,,0.48,16093.0,1.0,294.3,,,,,1.803,,,,,,,,,,,,,,,,,,""
6025286561,"Sep 26, 2021, 9:32:15 PM",Afternoon Run,Run,,6814,4.04,,,false,,,activities/6025286561.gpx,,,6814.0,1977.0,4048.2,7.5,2.048,48.3,55.3,330.5,351.5,32.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4235.7,1632690048.0,1.0,25.5,25.5,13.5,0.47,1019.1,3.0,4.7,301.0,0.0,1632655616.0,1632698880.0,0.69,,,0.0,,0.13,16093.0,2.0,289.1,,,,0.0,0.594,,,,,,,,,,,,,,,,,,""
7955168869,"Aug 12, 2022, 12:17:15 AM",Evening Run,Run,,557,1.02,159.0,3,false,,,activities/8506816396.fit.gz,,,557.0,557.0,1027.3,3.337,1.844,0.0,,,,0.0,0.0,,,86.0,66.0,,125.0,,,80.0,,28.0,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.844,0.0,,,,,,,,,,,,,,,,,""
7955168872,"Aug 12, 2022, 12:42:58 AM",Evening Swim,Swim,,264,45,119.0,0,false,,,activities/8506816393.fit.gz,,,264.0,264.0,45.3,3.248,0.172,0.0,0.1,328.2,328.9,4.7,-0.2,,,32.0,26.0,,107.0,,,9.0,,31.0,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.172,0.0,,,,,,,,,,,,,,,,,""
7955168873,"Sep 1, 2022, 4:52:30 PM",Lunch Walk,Walk,,804,0.37,102.0,0,false,,,activities/8506816394.fit.gz,,,804.0,426.0,370.5,1.647,0.87,1.0,0.0,53.4,55.2,15.9,0.2,,,55.0,51.0,,91.0,,,43.0,,35.0,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.461,0.0,,,,,,,,,,,,,,,,,""
7955168877,"Aug 13, 2022, 3:30:13 PM",Lunch Walk,Walk,,579,0.54,107.0,1,false,,,activities/8506816381.fit.gz,,,579.0,579.0,548.6,2.723,0.947,1.0,15.0,376.6,392.0,9.7,-2.6,,,78.0,51.0,,87.0,,,36.0,,31.0,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.947,0.0,,,,,,,,,,,,,,,,,""
7955168878,"Aug 23, 2022, 11:55:54 AM",Morning Walk,Walk,,1008,1.04,122.0,1,false,,,activities/8506816383.fit.gz,,,1008.0,993.0,1048.3,5.043,1.056,25.0,28.0,214.8,239.2,18.0,-0.2,,,79.0,48.0,,89.0,,,64.0,,28.0,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.04,0.0,,,,,,,,,,,,,,,,,""
7955168879,"Aug 18, 2022, 8:19:29 PM",Afternoon Run,Run,,1361,2.13,161.0,6,false,,,activities/8506816406.fit.gz,,,1361.0,1361.0,2138.4,4.33,1.571,0.0,,,,0.0,0.0,,,109.0,66.0,,116.0,,,161.0,,26.0,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.571,0.0,,,,,,,,,,,,,,,,,""
7955168881,"Aug 18, 2022, 1:52:49 AM",Night Swim,Swim,,733,43,109.0,0,false,,,activities/8506816395.fit.gz,,,733.0,733.0,43.3,1.036,0.059,0.0,-0.2,328.9,329.1,21.1,0.5,,,35.0,0.0,,84.0,,,9.0,,31.0,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.059,0.0,,,,,,,,,,,,,,,,,""
7955168883,"Sep 21, 2022, 11:26:35 AM",Morning Run,Run,,1620,2.15,145.0,6,false,,,activities/8506816403.fit.gz,,,1620.0,1616.0,2158.0,2.927,1.335,48.0,49.0,316.2,351.8,35.9,0.0,,,113.0,66.0,,128.0,,,172.0,,24.0,6.0,,,,,,,,,,,,,0.0,,1.0,2293.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.332,0.0,,,,,,,,,,,,,,,,,""
7955168884,"Aug 13, 2022, 3:50:14 PM",Lunch Trail Run,Run,,1686,2.32,152.0,6,false,,,activities/8506816412.fit.gz,,,1686.0,1586.0,2321.1,3.046,1.464,47.0,98.0,306.4,339.8,21.0,0.1,,,83.0,60.0,,119.0,,,198.0,,29.0,6.0,,,,,,,,,,,,,0.0,,1.0,2448.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.377,0.0,,,,,,,,,,,,,,,,,""
7955168894,"Aug 29, 2022, 11:49:37 PM",Evening Walk,Walk,,1717,2.51,123.0,4,false,,,activities/8506816405.fit.gz,,,1717.0,1701.0,2514.4,14.6,1.478,54.0,28.0,319.4,354.6,26.8,1.3,,,59.0,52.0,,106.0,,,156.0,,29.0,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.464,0.0,,,,,,,,,,,,,,,,,""
7955168896,"Aug 15, 2022, 1:23:43 PM",Morning Walk,Walk,,371,0.33,109.0,0,false,,,activities/8506816415.fit.gz,,,371.0,290.0,335.2,2.527,1.156,35.0,2.0,332.0,404.0,35.4,20.8,,,63.0,52.0,,86.0,,,23.0,,25.0,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.904,0.0,,,,,,,,,,,,,,,,,""
7955168900,"Sep 21, 2022, 7:11:00 PM",Afternoon Walk,Walk,,1997,1.61,121.0,3,false,,,activities/8506816402.fit.gz,,,1997.0,1421.0,1617.2,4.3,1.138,91.0,28.0,302.2,377.0,16.4,3.9,,,104.0,52.0,,101.0,,,127.0,,33.0,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.81,0.0,,,,,,,,,,,,,,,,,""
7955168906,"Sep 24, 2022, 8:09:25 PM",Afternoon Run,Run,,1813,2.91,148.0,8,false,,,activities/8506816398.fit.gz,,,1813.0,1682.0,2909.5,2.837,1.73,51.0,49.0,310.2,337.8,14.1,0.1,,,83.0,68.0,,127.0,,,201.0,,28.0,8.0,,,,,,,,,,,,,0.0,,1.0,3018.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.605,0.0,,,,,,,,,,,,,,,,,""
7955168907,"Aug 22, 2022, 1:32:36 PM",Morning Run,Run,,432,0.42,157.0,2,false,,,activities/8506816420.fit.gz,,,432.0,432.0,424.0,3.548,0.981,0.0,0.0,189.0,189.8,3.5,0.0,,,90.0,72.0,,117.0,,,55.0,,27.0,2.0,,,,,,,,,,,,,0.0,,1.0,424.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.981,0.0,,,,,,,,,,,,,,,,,""
7955168910,"Sep 7, 2022, 11:37:22 PM",Evening Walk,Walk,,2111,2.26,118.0,4,false,,,activities/8506816384.fit.gz,,,2111.0,2065.0,2264.4,6.81,1.097,47.0,46.0,318.0,352.0,22.2,0.0,,,79.0,48.0,,94.0,,,134.0,,29.0,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.073,0.0,,,,,,,,,,,,,,,,,""
7955168912,"Sep 17, 2022, 10:58:21 AM",Morning Hike,Hike,,4669,1.86,149.0,8,false,,,activities/8506816408.fit.gz,,,4669.0,2014.0,1868.4,1.374,0.928,195.0,8.0,318.0,514.2,45.6,9.9,,,79.0,50.0,,124.0,,,312.0,,23.0,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.4,1410.8,,,,,,,,,,,,,,,,,""
7955168923,"Aug 16, 2022, 1:12:05 PM",Morning Run,Run,,1398,1.99,128.0,4,false,,,activities/8506816382.fit.gz,,,1398.0,1395.0,1998.9,2.891,1.433,0.0,,,,0.0,0.0,,,110.0,63.0,,108.0,,,135.0,,26.0,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.43,0.0,,,,,,,,,,,,,,,,,""
7955168927,"Aug 13, 2022, 7:04:56 PM",Afternoon Ride,Ride,,9852,24.22,132.0,12,false,,,activities/8506816385.fit.gz,,,9852.0,5047.0,24227.2,22.468,4.8,163.0,148.0,282.0,351.2,26.8,0.1,,,,,,100.0,,,592.0,,29.0,12.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.459,0.0,,,,,,,,,,,,,,,,,""
7955168931,"Sep 14, 2022, 10:39:16 PM",Evening Run,Run,,5314,4.46,146.0,8,false,,,activities/8506816431.fit.gz,,,5314.0,4436.0,4467.8,2.997,1.007,65.0,92.0,270.4,312.8,13.9,-0.2,,,83.0,54.0,,102.0,,,306.0,,28.0,8.0,,,,,,,,,,,,,0.0,,1.0,4590.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.841,0.0,,,,,,,,,,,,,,,,,""
7955168952,"Aug 12, 2022, 12:42:16 AM",Evening Swim,Swim,,1,0,84.0,0,false,,,activities/8506816436.fit.gz,,,1.0,1.0,0.2,0.19,0.19,0.0,0.0,329.2,329.2,0.0,0.0,,,,,,84.0,,,,,31.0,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.19,0.0,,,,,,,,,,,,,,,,,""
7955168955,"Aug 27, 2022, 5:18:36 PM",Afternoon Hike,Hike,,14766,5.93,156.0,44,false,,,activities/8506816386.fit.gz,,,14766.0,7203.0,5930.3,1.764,0.823,374.0,449.0,423.0,798.4,47.5,-1.0,,,125.0,53.0,,128.0,,,1032.0,,29.0,44.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.402,5649.7,,,,,,,,,,,,,,,,,""
7955168964,"Aug 12, 2022, 12:32:13 AM",Evening Swim,Swim,,548,106,128.0,0,false,,,activities/8506816429.fit.gz,,,548.0,547.0,106.4,1.3,0.194,0.0,-0.4,327.8,329.2,15.0,0.4,,,33.0,23.0,,101.0,,,19.0,,30.0,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.194,0.0,,,,,,,,,,,,,,,,,""
7955174360,"Oct 6, 2022, 2:11:41 AM",Night Ride,Ride,,1926,4.22,117.0,4,false,,,activities/8506822687.fit.gz,,,1926.0,1521.0,4225.6,5.542,2.778,15.0,33.0,277.4,313.8,17.8,-0.4,,,,,,102.0,,,132.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.194,299.5,,,,,,,,,,,,,,,,,""
7955174588,"Oct 12, 2022, 3:09:37 PM",Lunch Trail Run,Run,,1388,2.53,149.0,7,false,,,activities/8506822934.fit.gz,,,1388.0,1344.0,2532.4,3.588,1.884,42.0,40.0,329.4,363.4,21.4,0.1,,,85.0,76.0,,133.0,,,182.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,2639.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.824,0.0,,,,,,,,,,,,,,,,,""
7963357652,"Oct 13, 2022, 9:44:23 PM",Afternoon Trail Run,Run,,1605,2.64,152.0,10,false,,,activities/8516048023.fit.gz,,,1605.0,1604.0,2639.6,2.929,1.646,61.0,45.0,321.0,360.4,20.9,0.6,,,82.0,68.0,,130.0,,,186.0,,,10.0,,,,,,,,,,,,,0.0,,1.0,2823.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.645,0.0,,,,,,,,,,,,,,,,,""
8146829337,"Nov 13, 2022, 9:53:09 PM",Afternoon Yoga,Yoga,,737,0,118.0,1,false,,,activities/8724954890.fit.gz,,,737.0,737.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,97.0,,,43.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
8178497973,"Nov 20, 2022, 11:20:30 PM",Evening Run,Run,,1600,2.01,159.0,7,false,,,activities/8760710524.fit.gz,,,1600.0,1599.0,2011.7,3.987,1.258,0.0,,,,0.0,0.0,,,88.0,70.0,,122.0,,,174.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.257,0.0,,,,,,,,,,,,,,,,,""
8178498071,"Nov 27, 2022, 11:16:31 PM",Afternoon Run,Run,,1386,2.47,170.0,16,false,,,activities/8760710678.fit.gz,,,1386.0,1385.0,2478.3,3.542,1.789,0.0,,,,0.0,0.0,,,110.0,75.0,,136.0,,,199.0,,,16.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.788,0.0,,,,,,,,,,,,,,,,,""
8312443189,"Dec 8, 2022, 2:10:33 AM",Night Run,Run,,1299,2.10,154.0,8,false,,,activities/8912026524.fit.gz,,,1299.0,1299.0,2101.7,2.986,1.618,0.0,,,,0.0,0.0,,,90.0,67.0,,123.0,,,149.0,,,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.618,0.0,,,,,,,,,,,,,,,,,""
